Year,Race,Track,Driver,Team,LapNumber,Compound,TyreLife,TrackStatus,PracticeLapTimeDelta,QualifyingPosition
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,ALO,Alpine,9.0,SOFT,2.0,1,1.0046,5
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,STR,Aston Martin,8.0,SOFT,2.0,1,1.0068,6
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,VER,Red Bull Racing,7.0,SOFT,2.0,1,1.0,7
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,RUS,Williams,6.0,SOFT,2.0,2,1.021,8
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,HAM,Mercedes,3.0,MEDIUM,3.0,1,1.0007,9
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,RIC,McLaren,9.0,SOFT,2.0,1,1.0158,10
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,VET,Aston Martin,8.0,SOFT,2.0,1,1.0083,11
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,GAS,AlphaTauri,12.0,SOFT,4.0,1,1.0047,12
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,PER,Red Bull Racing,5.0,MEDIUM,5.0,1,1.0089,13
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,GIO,Alfa Romeo,10.0,SOFT,2.0,1,1.0126,14
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,TSU,AlphaTauri,12.0,SOFT,4.0,1,1.0123,15
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,BOT,Mercedes,3.0,MEDIUM,2.0,1,1.0004,16
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,OCO,Alpine,9.0,SOFT,2.0,1,1.0079,17
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,MSC,Haas F1 Team,8.0,SOFT,2.0,1,1.0293,18
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,RAI,Alfa Romeo,12.0,SOFT,2.0,1,1.0143,19
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,MAZ,Haas F1 Team,7.0,SOFT,2.0,1,1.0274,20
2021,Dutch Grand Prix,Circuit Zandvoort,VER,Red Bull Racing,12.0,SOFT,3.0,1,1.0051,1
2021,Dutch Grand Prix,Circuit Zandvoort,HAM,Mercedes,2.0,MEDIUM,2.0,1,1.0142,2
2021,Dutch Grand Prix,Circuit Zandvoort,BOT,Mercedes,12.0,SOFT,5.0,1,1.0032,3
2021,Dutch Grand Prix,Circuit Zandvoort,GAS,AlphaTauri,14.0,SOFT,6.0,1,1.0079,4
2021,Dutch Grand Prix,Circuit Zandvoort,LEC,Ferrari,14.0,SOFT,2.0,1,1.0,5
2021,Dutch Grand Prix,Circuit Zandvoort,SAI,Ferrari,14.0,SOFT,2.0,1,1.0022,6
2021,Dutch Grand Prix,Circuit Zandvoort,GIO,Alfa Romeo,14.0,SOFT,2.0,1,1.0109,7
2021,Dutch Grand Prix,Circuit Zandvoort,OCO,Alpine,10.0,SOFT,2.0,1,1.0024,8
2021,Dutch Grand Prix,Circuit Zandvoort,ALO,Alpine,18.0,SOFT,7.0,1,1.0053,9
2021,Dutch Grand Prix,Circuit Zandvoort,RIC,McLaren,13.0,SOFT,5.0,1,1.0177,10
2021,Dutch Grand Prix,Circuit Zandvoort,RUS,Williams,9.0,SOFT,2.0,1,1.0275,11
2021,Dutch Grand Prix,Circuit Zandvoort,STR,Aston Martin,7.0,MEDIUM,7.0,1,1.0174,12
2021,Dutch Grand Prix,Circuit Zandvoort,NOR,McLaren,15.0,SOFT,4.0,1,1.0083,13
2021,Dutch Grand Prix,Circuit Zandvoort,PER,Red Bull Racing,15.0,SOFT,4.0,1,1.0147,14
2021,Dutch Grand Prix,Circuit Zandvoort,VET,Aston Martin,12.0,SOFT,4.0,1,1.0114,15
2021,Dutch Grand Prix,Circuit Zandvoort,LAT,Williams,5.0,SOFT,2.0,1,1.0241,16
2021,Dutch Grand Prix,Circuit Zandvoort,TSU,AlphaTauri,21.0,SOFT,6.0,1,1.0168,17
2021,Dutch Grand Prix,Circuit Zandvoort,MSC,Haas F1 Team,10.0,SOFT,2.0,1,1.024,18
2021,Dutch Grand Prix,Circuit Zandvoort,MAZ,Haas F1 Team,10.0,SOFT,2.0,1,1.0273,19
2021,Italian Grand Prix,Monza Circuit,BOT,Mercedes,14.0,SOFT,6.0,1,1.0027,1
2021,Italian Grand Prix,Monza Circuit,HAM,Mercedes,14.0,SOFT,9.0,1,1.0,2
2021,Italian Grand Prix,Monza Circuit,VER,Red Bull Racing,22.0,MEDIUM,17.0,1,1.005,3
2021,Italian Grand Prix,Monza Circuit,RIC,McLaren,16.0,MEDIUM,12.0,1,1.0184,4
2021,Italian Grand Prix,Monza Circuit,NOR,McLaren,18.0,MEDIUM,13.0,1,1.017,5
2021,Italian Grand Prix,Monza Circuit,GAS,AlphaTauri,14.0,SOFT,7.0,1,1.0169,6
2021,Italian Grand Prix,Monza Circuit,SAI,Ferrari,10.0,MEDIUM,16.0,1,1.0346,7
2021,Italian Grand Prix,Monza Circuit,LEC,Ferrari,16.0,MEDIUM,9.0,1,1.0183,8
2021,Italian Grand Prix,Monza Circuit,PER,Red Bull Racing,18.0,SOFT,9.0,1,1.0081,9
2021,Italian Grand Prix,Monza Circuit,GIO,Alfa Romeo,14.0,SOFT,5.0,1,1.0151,10
2021,Italian Grand Prix,Monza Circuit,VET,Aston Martin,9.0,HARD,5.0,1,1.0323,11
2021,Italian Grand Prix,Monza Circuit,STR,Aston Martin,16.0,SOFT,6.0,1,1.0302,12
2021,Italian Grand Prix,Monza Circuit,ALO,Alpine,11.0,SOFT,6.0,1,1.0155,13
2021,Italian Grand Prix,Monza Circuit,OCO,Alpine,11.0,SOFT,5.0,1,1.0122,14
2021,Italian Grand Prix,Monza Circuit,RUS,Williams,11.0,MEDIUM,3.0,1,1.0221,15
2021,Italian Grand Prix,Monza Circuit,LAT,Williams,19.0,SOFT,8.0,1,1.0187,16
2021,Italian Grand Prix,Monza Circuit,TSU,AlphaTauri,12.0,MEDIUM,19.0,1,1.0261,17
2021,Italian Grand Prix,Monza Circuit,MSC,Haas F1 Team,5.0,MEDIUM,5.0,1,1.0332,18
2021,Italian Grand Prix,Monza Circuit,KUB,Alfa Romeo,16.0,SOFT,3.0,1,1.0124,19
2021,Italian Grand Prix,Monza Circuit,MAZ,Haas F1 Team,7.0,MEDIUM,7.0,1,1.0298,20
2021,Russian Grand Prix,Sochi Autodrom,NOR,McLaren,8.0,SOFT,2.0,1,1.006,1
2021,Russian Grand Prix,Sochi Autodrom,SAI,Ferrari,10.0,SOFT,2.0,1,1.0116,2
2021,Russian Grand Prix,Sochi Autodrom,RUS,Williams,7.0,SOFT,2.0,1,1.016,3
2021,Russian Grand Prix,Sochi Autodrom,HAM,Mercedes,8.0,SOFT,2.0,1,1.0005,4
2021,Russian Grand Prix,Sochi Autodrom,RIC,McLaren,9.0,SOFT,2.0,1,1.0218,5
2021,Russian Grand Prix,Sochi Autodrom,ALO,Alpine,7.0,SOFT,2.0,1,1.0125,6
2021,Russian Grand Prix,Sochi Autodrom,BOT,Mercedes,7.0,SOFT,2.0,1,1.0,7
2021,Russian Grand Prix,Sochi Autodrom,STR,Aston Martin,7.0,SOFT,2.0,1,1.0186,8
2021,Russian Grand Prix,Sochi Autodrom,PER,Red Bull Racing,8.0,SOFT,2.0,1,1.0144,9
2021,Russian Grand Prix,Sochi Autodrom,OCO,Alpine,12.0,SOFT,2.0,1,1.0086,10
2021,Russian Grand Prix,Sochi Autodrom,VET,Aston Martin,7.0,SOFT,2.0,1,1.0133,11
2021,Russian Grand Prix,Sochi Autodrom,GAS,AlphaTauri,12.0,SOFT,2.0,1,1.0027,12
2021,Russian Grand Prix,Sochi Autodrom,TSU,AlphaTauri,12.0,SOFT,2.0,1,1.0252,13
2021,Russian Grand Prix,Sochi Autodrom,LAT,Williams,7.0,SOFT,2.0,1,1.0194,14
2021,Russian Grand Prix,Sochi Autodrom,LEC,Ferrari,4.0,SOFT,4.0,1,1.0142,15
2021,Russian Grand Prix,Sochi Autodrom,RAI,Alfa Romeo,14.0,SOFT,2.0,1,1.0156,16
2021,Russian Grand Prix,Sochi Autodrom,MSC,Haas F1 Team,4.0,SOFT,4.0,1,1.0282,17
2021,Russian Grand Prix,Sochi Autodrom,GIO,Alfa Romeo,9.0,SOFT,2.0,1,1.0169,18
2021,Russian Grand Prix,Sochi Autodrom,MAZ,Haas F1 Team,7.0,SOFT,2.0,1,1.0268,19
2021,Turkish Grand Prix,Istanbul Park,HAM,Mercedes,12.0,SOFT,4.0,1,1.0,1
2021,Turkish Grand Prix,Istanbul Park,BOT,Mercedes,13.0,SOFT,5.0,1,1.0049,2
2021,Turkish Grand Prix,Istanbul Park,VER,Red Bull Racing,12.0,SOFT,5.0,1,1.0076,3
2021,Turkish Grand Prix,Istanbul Park,LEC,Ferrari,15.0,SOFT,7.0,1,1.002,4
2021,Turkish Grand Prix,Istanbul Park,GAS,AlphaTauri,15.0,SOFT,6.0,1,1.0114,5
2021,Turkish Grand Prix,Istanbul Park,ALO,Alpine,10.0,SOFT,2.0,1,1.0102,6
2021,Turkish Grand Prix,Istanbul Park,PER,Red Bull Racing,10.0,SOFT,2.0,1,1.0068,7
2021,Turkish Grand Prix,Istanbul Park,NOR,McLaren,14.0,SOFT,2.0,1,1.0086,8
2021,Turkish Grand Prix,Istanbul Park,STR,Aston Martin,8.0,SOFT,2.0,1,1.0145,9
2021,Turkish Grand Prix,Istanbul Park,TSU,AlphaTauri,13.0,SOFT,4.0,1,1.0129,10
2021,Turkish Grand Prix,Istanbul Park,VET,Aston Martin,7.0,SOFT,2.0,1,1.017,11
2021,Turkish Grand Prix,Istanbul Park,OCO,Alpine,14.0,SOFT,8.0,1,1.0104,12
2021,Turkish Grand Prix,Istanbul Park,RUS,Williams,8.0,SOFT,2.0,1,1.0185,13
2021,Turkish Grand Prix,Istanbul Park,SAI,Ferrari,8.0,SOFT,8.0,1,1.0131,14
2021,Turkish Grand Prix,Istanbul Park,MSC,Haas F1 Team,13.0,SOFT,6.0,1,1.02,15
2021,Turkish Grand Prix,Istanbul Park,RIC,McLaren,6.0,HARD,6.0,1,1.015,16
2021,Turkish Grand Prix,Istanbul Park,LAT,Williams,9.0,SOFT,5.0,1,1.0179,17
2021,Turkish Grand Prix,Istanbul Park,GIO,Alfa Romeo,13.0,SOFT,4.0,1,1.0118,18
2021,Turkish Grand Prix,Istanbul Park,RAI,Alfa Romeo,10.0,SOFT,4.0,1,1.016,19
2021,Turkish Grand Prix,Istanbul Park,MAZ,Haas F1 Team,11.0,SOFT,4.0,1,1.0226,20
2021,United States Grand Prix,Circuit of the Americas,VER,Red Bull Racing,7.0,MEDIUM,7.0,1,1.0092,1
2021,United States Grand Prix,Circuit of the Americas,HAM,Mercedes,10.0,SOFT,5.0,1,1.0038,2
2021,United States Grand Prix,Circuit of the Americas,PER,Red Bull Racing,10.0,SOFT,2.0,1,1.0,3
2021,United States Grand Prix,Circuit of the Americas,BOT,Mercedes,7.0,SOFT,2.0,1,1.0044,4
2021,United States Grand Prix,Circuit of the Americas,LEC,Ferrari,8.0,SOFT,2.0,1,1.0066,5
2021,United States Grand Prix,Circuit of the Americas,SAI,Ferrari,10.0,SOFT,2.0,1,1.0102,6
2021,United States Grand Prix,Circuit of the Americas,RIC,McLaren,7.0,SOFT,2.0,1,1.0054,7
2021,United States Grand Prix,Circuit of the Americas,NOR,McLaren,7.0,SOFT,2.0,1,1.0027,8
2021,United States Grand Prix,Circuit of the Americas,GAS,AlphaTauri,13.0,SOFT,2.0,1,1.0136,9
2021,United States Grand Prix,Circuit of the Americas,TSU,AlphaTauri,13.0,SOFT,5.0,1,1.0215,10
2021,United States Grand Prix,Circuit of the Americas,OCO,Alpine,8.0,SOFT,2.0,1,1.0128,11
2021,United States Grand Prix,Circuit of the Americas,VET,Aston Martin,4.0,MEDIUM,4.0,1,1.0187,12
2021,United States Grand Prix,Circuit of the Americas,RUS,Williams,2.0,SOFT,2.0,1,1.0268,13
2021,United States Grand Prix,Circuit of the Americas,GIO,Alfa Romeo,12.0,SOFT,2.0,1,1.0126,14
2021,United States Grand Prix,Circuit of the Americas,STR,Aston Martin,7.0,SOFT,2.0,1,1.0065,15
2021,United States Grand Prix,Circuit of the Americas,LAT,Williams,7.0,SOFT,2.0,1,1.0243,16
2021,United States Grand Prix,Circuit of the Americas,RAI,Alfa Romeo,10.0,SOFT,2.0,1,1.017,17
2021,United States Grand Prix,Circuit of the Americas,MSC,Haas F1 Team,10.0,SOFT,2.0,1,1.0221,18
2021,United States Grand Prix,Circuit of the Americas,MAZ,Haas F1 Team,12.0,SOFT,5.0,1,1.0324,19
2021,United States Grand Prix,Circuit of the Americas,ALO,Alpine,7.0,SOFT,2.0,1,1.0151,20
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,BOT,Mercedes,17.0,SOFT,11.0,1,1.0055,1
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,HAM,Mercedes,9.0,SOFT,2.0,1,1.0066,2
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,VER,Red Bull Racing,10.0,SOFT,2.0,1,1.0,3
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,PER,Red Bull Racing,13.0,SOFT,5.0,1,1.0074,4
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,GAS,AlphaTauri,9.0,SOFT,2.0,1,1.0146,5
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,RIC,McLaren,6.0,HARD,6.0,1,1.0287,6
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,SAI,Ferrari,16.0,SOFT,5.0,1,1.0132,7
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,LEC,Ferrari,12.0,SOFT,3.0,1,1.0169,8
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,TSU,AlphaTauri,8.0,SOFT,2.0,1,1.0174,9
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,VET,Aston Martin,7.0,SOFT,2.0,1,1.0179,10
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,RAI,Alfa Romeo,12.0,SOFT,2.0,1,1.0199,11
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,GIO,Alfa Romeo,17.0,SOFT,6.0,1,1.0249,12
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,OCO,Alpine,9.0,SOFT,4.0,1,1.0276,13
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,ALO,Alpine,11.0,SOFT,4.0,1,1.0185,14
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,LAT,Williams,4.0,MEDIUM,4.0,1,1.0455,15
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,MSC,Haas F1 Team,10.0,SOFT,2.0,1,1.03,16
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,MAZ,Haas F1 Team,7.0,MEDIUM,7.0,1,1.0554,17
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,STR,Aston Martin,7.0,MEDIUM,7.0,1,1.0314,18
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,NOR,McLaren,7.0,SOFT,7.0,1,1.0217,19
2021,São Paulo Grand Prix,Interlagos Circuit,HAM,Mercedes,20.0,SOFT,8.0,1,1.0211,1
2021,São Paulo Grand Prix,Interlagos Circuit,VER,Red Bull Racing,3.0,SOFT,6.0,1,1.0121,2
2021,São Paulo Grand Prix,Interlagos Circuit,BOT,Mercedes,22.0,SOFT,9.0,1,1.0157,3
2021,São Paulo Grand Prix,Interlagos Circuit,PER,Red Bull Racing,11.0,MEDIUM,15.0,1,1.0234,4
2021,São Paulo Grand Prix,Interlagos Circuit,GAS,AlphaTauri,13.0,SOFT,16.0,1,1.0333,5
2021,São Paulo Grand Prix,Interlagos Circuit,SAI,Ferrari,19.0,SOFT,6.0,1,1.0258,6
2021,São Paulo Grand Prix,Interlagos Circuit,LEC,Ferrari,21.0,MEDIUM,14.0,1,1.0261,7
2021,São Paulo Grand Prix,Interlagos Circuit,NOR,McLaren,13.0,MEDIUM,14.0,1,1.0329,8
2021,São Paulo Grand Prix,Interlagos Circuit,RIC,McLaren,15.0,SOFT,8.0,1,1.031,9
2021,São Paulo Grand Prix,Interlagos Circuit,ALO,Alpine,13.0,SOFT,5.0,1,1.0,10
2021,São Paulo Grand Prix,Interlagos Circuit,OCO,Alpine,12.0,SOFT,5.0,1,1.0164,11
2021,São Paulo Grand Prix,Interlagos Circuit,VET,Aston Martin,31.0,MEDIUM,10.0,1,1.0352,12
2021,São Paulo Grand Prix,Interlagos Circuit,TSU,AlphaTauri,4.0,MEDIUM,13.0,1,1.0349,13
2021,São Paulo Grand Prix,Interlagos Circuit,RAI,Alfa Romeo,19.0,SOFT,5.0,1,1.0297,14
2021,São Paulo Grand Prix,Interlagos Circuit,STR,Aston Martin,30.0,SOFT,5.0,1,1.0307,15
2021,São Paulo Grand Prix,Interlagos Circuit,LAT,Williams,14.0,MEDIUM,5.0,1,1.0391,16
2021,São Paulo Grand Prix,Interlagos Circuit,RUS,Williams,11.0,MEDIUM,3.0,1,1.0334,17
2021,São Paulo Grand Prix,Interlagos Circuit,GIO,Alfa Romeo,20.0,SOFT,5.0,1,1.0247,18
2021,São Paulo Grand Prix,Interlagos Circuit,MSC,Haas F1 Team,30.0,SOFT,5.0,1,1.0397,19
2021,São Paulo Grand Prix,Interlagos Circuit,MAZ,Haas F1 Team,20.0,SOFT,9.0,1,1.0515,20
2021,Qatar Grand Prix,Losail International Circuit,HAM,Mercedes,9.0,SOFT,2.0,1,1.0051,1
2021,Qatar Grand Prix,Losail International Circuit,VER,Red Bull Racing,12.0,SOFT,5.0,2,1.0042,2
2021,Qatar Grand Prix,Losail International Circuit,BOT,Mercedes,13.0,SOFT,5.0,1,1.0,3
2021,Qatar Grand Prix,Losail International Circuit,GAS,AlphaTauri,12.0,SOFT,5.0,1,1.0025,4
2021,Qatar Grand Prix,Losail International Circuit,ALO,Alpine,7.0,SOFT,2.0,1,1.0109,5
2021,Qatar Grand Prix,Losail International Circuit,NOR,McLaren,10.0,SOFT,2.0,1,1.0058,6
2021,Qatar Grand Prix,Losail International Circuit,SAI,Ferrari,10.0,SOFT,2.0,1,1.0106,7
2021,Qatar Grand Prix,Losail International Circuit,TSU,AlphaTauri,10.0,SOFT,2.0,1,1.0071,8
2021,Qatar Grand Prix,Losail International Circuit,OCO,Alpine,9.0,SOFT,2.0,1,1.0107,9
2021,Qatar Grand Prix,Losail International Circuit,PER,Red Bull Racing,11.0,SOFT,3.0,1,1.0077,10
2021,Qatar Grand Prix,Losail International Circuit,LEC,Ferrari,10.0,SOFT,2.0,1,1.0114,11
2021,Qatar Grand Prix,Losail International Circuit,STR,Aston Martin,9.0,SOFT,2.0,1,1.0067,12
2021,Qatar Grand Prix,Losail International Circuit,RIC,McLaren,10.0,SOFT,2.0,1,1.0119,13
2021,Qatar Grand Prix,Losail International Circuit,RUS,Williams,11.0,SOFT,4.0,1,1.0217,14
2021,Qatar Grand Prix,Losail International Circuit,VET,Aston Martin,9.0,SOFT,2.0,1,1.0105,15
2021,Qatar Grand Prix,Losail International Circuit,RAI,Alfa Romeo,16.0,SOFT,5.0,1,1.0178,16
2021,Qatar Grand Prix,Losail International Circuit,LAT,Williams,8.0,SOFT,2.0,1,1.0248,17
2021,Qatar Grand Prix,Losail International Circuit,GIO,Alfa Romeo,12.0,SOFT,2.0,1,1.0231,18
2021,Qatar Grand Prix,Losail International Circuit,MSC,Haas F1 Team,11.0,SOFT,6.0,1,1.0292,19
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HAM,Mercedes,8.0,MEDIUM,8.0,1,1.0,1
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,BOT,Mercedes,8.0,MEDIUM,8.0,1,1.0007,2
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,VER,Red Bull Racing,14.0,SOFT,6.0,1,1.0022,3
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LEC,Ferrari,13.0,SOFT,3.0,1,1.0085,4
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,GAS,AlphaTauri,15.0,SOFT,7.0,1,1.0009,5
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,PER,Red Bull Racing,15.0,SOFT,6.0,1,1.0084,6
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,NOR,McLaren,9.0,SOFT,9.0,2,1.0111,7
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,TSU,AlphaTauri,7.0,HARD,7.0,1,1.0065,8
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,OCO,Alpine,14.0,SOFT,6.0,1,1.006,9
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RIC,McLaren,8.0,HARD,8.0,1,1.0107,10
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,GIO,Alfa Romeo,15.0,SOFT,6.0,1,1.0123,11
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RAI,Alfa Romeo,17.0,SOFT,8.0,1,1.0141,12
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALO,Alpine,11.0,SOFT,4.0,1,1.0048,13
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RUS,Williams,10.0,SOFT,4.0,1,1.0167,14
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LAT,Williams,4.0,MEDIUM,4.0,1,1.0227,15
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,VET,Aston Martin,11.0,SOFT,4.0,1,1.0167,16
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,STR,Aston Martin,6.0,MEDIUM,6.0,1,1.016,17
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MSC,Haas F1 Team,7.0,SOFT,2.0,1,1.0184,18
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MAZ,Haas F1 Team,11.0,SOFT,6.0,1,1.0293,19
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,SAI,Ferrari,17.0,SOFT,7.0,1,1.0064,20
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,VER,Red Bull Racing,9.0,SOFT,2.0,1,1.0077,1
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,HAM,Mercedes,13.0,SOFT,6.0,1,1.0,2
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,NOR,McLaren,2.0,SOFT,2.0,1,1.0175,3
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,PER,Red Bull Racing,13.0,SOFT,5.0,1,1.0085,4
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,SAI,Ferrari,12.0,SOFT,4.0,1,1.0138,5
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,BOT,Mercedes,10.0,SOFT,2.0,1,1.0047,6
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,LEC,Ferrari,10.0,SOFT,3.0,1,1.0103,7
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,TSU,AlphaTauri,11.0,SOFT,5.0,1,1.01,8
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,OCO,Alpine,12.0,SOFT,5.0,1,1.0041,9
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,RIC,McLaren,8.0,SOFT,8.0,1,1.0152,10
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,ALO,Alpine,9.0,SOFT,4.0,1,1.0096,11
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,GAS,AlphaTauri,13.0,SOFT,5.0,1,1.0149,12
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,STR,Aston Martin,7.0,SOFT,2.0,1,1.0202,13
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,GIO,Alfa Romeo,16.0,SOFT,6.0,1,1.0169,14
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,VET,Aston Martin,10.0,SOFT,3.0,1,1.018,15
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,LAT,Williams,10.0,SOFT,4.0,1,1.0238,16
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,RUS,Williams,11.0,SOFT,4.0,1,1.0222,17
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,RAI,Alfa Romeo,11.0,SOFT,2.0,1,1.0209,18
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,MSC,Haas F1 Team,10.0,SOFT,3.0,1,1.025,19
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,MAZ,Haas F1 Team,10.0,SOFT,4.0,1,1.0316,20
2022,Bahrain Grand Prix,Bahrain International Circuit,LEC,Ferrari,11.0,SOFT,5.0,1,1.0009,1
2022,Bahrain Grand Prix,Bahrain International Circuit,VER,Red Bull Racing,7.0,SOFT,2.0,1,1.0,2
2022,Bahrain Grand Prix,Bahrain International Circuit,SAI,Ferrari,13.0,SOFT,2.0,1,1.0064,3
