Year,Race,Track,Driver,Team,LapNumber,Compound,TyreLife,TrackStatus,PracticeLapTimeDelta,QualifyingLapTimeDelta
2021,Hungarian Grand Prix,Hungaroring,GIO,Alfa Romeo Racing,15.0,SOFT,5.0,1,1.0412,1.0287
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,RIC,McLaren,9.0,SOFT,2.0,1,1.0158,1.0417
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,RUS,Williams,6.0,SOFT,2.0,2,1.021,1.035
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,SAI,Ferrari,10.0,SOFT,2.0,1,1.01,1.0182
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,MSC,Haas F1 Team,8.0,SOFT,2.0,1,1.0293,1.0685
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,HAM,Mercedes,3.0,MEDIUM,3.0,1,1.0007,1.0351
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,VER,Red Bull Racing,7.0,SOFT,2.0,1,1.0,1.0322
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,OCO,Alpine,9.0,SOFT,2.0,1,1.0079,1.0645
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,TSU,AlphaTauri,12.0,SOFT,4.0,1,1.0123,1.0551
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,STR,Aston Martin,8.0,SOFT,2.0,1,1.0068,1.019
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,LEC,Ferrari,4.0,MEDIUM,4.0,1,1.0226,1.0146
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,ALO,Alpine,9.0,SOFT,2.0,1,1.0046,1.0188
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,PER,Red Bull Racing,5.0,MEDIUM,5.0,1,1.0089,1.0525
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,GAS,AlphaTauri,12.0,SOFT,4.0,1,1.0047,1.0443
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,MAZ,Haas F1 Team,7.0,SOFT,2.0,1,1.0274,1.0768
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,RAI,Alfa Romeo Racing,12.0,SOFT,2.0,1,1.0143,1.0726
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,LAT,Williams,4.0,MEDIUM,4.0,2,1.0165,1.0175
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,VET,Aston Martin,8.0,SOFT,2.0,1,1.0083,1.0423
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,NOR,McLaren,13.0,SOFT,2.0,1,1.0087,1.0
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,BOT,Mercedes,3.0,MEDIUM,2.0,1,1.0004,1.0558
2021,Belgian Grand Prix,Circuit de Spa-Francorchamps,GIO,Alfa Romeo Racing,10.0,SOFT,2.0,1,1.0126,1.0541
2021,Dutch Grand Prix,Circuit Zandvoort,RIC,McLaren,13.0,SOFT,5.0,1,1.0177,1.0186
2021,Dutch Grand Prix,Circuit Zandvoort,RUS,Williams,9.0,SOFT,2.0,1,1.0275,1.021
2021,Dutch Grand Prix,Circuit Zandvoort,SAI,Ferrari,14.0,SOFT,2.0,1,1.0022,1.0095
2021,Dutch Grand Prix,Circuit Zandvoort,MSC,Haas F1 Team,10.0,SOFT,2.0,1,1.024,1.0363
2021,Dutch Grand Prix,Circuit Zandvoort,HAM,Mercedes,2.0,MEDIUM,2.0,1,1.0142,1.0006
2021,Dutch Grand Prix,Circuit Zandvoort,VER,Red Bull Racing,12.0,SOFT,3.0,1,1.0051,1.0
2021,Dutch Grand Prix,Circuit Zandvoort,OCO,Alpine,10.0,SOFT,2.0,1,1.0024,1.0152
2021,Dutch Grand Prix,Circuit Zandvoort,TSU,AlphaTauri,21.0,SOFT,6.0,1,1.0168,1.0353
2021,Dutch Grand Prix,Circuit Zandvoort,STR,Aston Martin,7.0,MEDIUM,7.0,1,1.0174,1.0215
2021,Dutch Grand Prix,Circuit Zandvoort,LEC,Ferrari,14.0,SOFT,2.0,1,1.0,1.0093
2021,Dutch Grand Prix,Circuit Zandvoort,ALO,Alpine,18.0,SOFT,7.0,1,1.0053,1.0155
2021,Dutch Grand Prix,Circuit Zandvoort,PER,Red Bull Racing,15.0,SOFT,4.0,1,1.0147,1.0239
2021,Dutch Grand Prix,Circuit Zandvoort,GAS,AlphaTauri,14.0,SOFT,6.0,1,1.0079,1.0086
2021,Dutch Grand Prix,Circuit Zandvoort,MAZ,Haas F1 Team,10.0,SOFT,2.0,1,1.0273,1.0434
2021,Dutch Grand Prix,Circuit Zandvoort,RAI,Alfa Romeo Racing,17.0,SOFT,4.0,1,1.0184,
2021,Dutch Grand Prix,Circuit Zandvoort,LAT,Williams,5.0,SOFT,2.0,1,1.0241,1.033
2021,Dutch Grand Prix,Circuit Zandvoort,VET,Aston Martin,12.0,SOFT,4.0,1,1.0114,1.0268
2021,Dutch Grand Prix,Circuit Zandvoort,NOR,McLaren,15.0,SOFT,4.0,1,1.0083,1.0221
2021,Dutch Grand Prix,Circuit Zandvoort,BOT,Mercedes,12.0,SOFT,5.0,1,1.0032,1.0049
2021,Dutch Grand Prix,Circuit Zandvoort,GIO,Alfa Romeo Racing,14.0,SOFT,2.0,1,1.0109,1.0102
2021,Italian Grand Prix,Monza Circuit,RIC,McLaren,16.0,MEDIUM,12.0,1,1.0184,1.0055
2021,Italian Grand Prix,Monza Circuit,BOT,Mercedes,14.0,SOFT,6.0,1,1.0027,1.0
2021,Italian Grand Prix,Monza Circuit,RUS,Williams,11.0,MEDIUM,3.0,1,1.0221,1.0231
2021,Italian Grand Prix,Monza Circuit,SAI,Ferrari,10.0,MEDIUM,16.0,1,1.0346,1.0114
2021,Italian Grand Prix,Monza Circuit,MSC,Haas F1 Team,5.0,MEDIUM,5.0,1,1.0332,1.0339
2021,Italian Grand Prix,Monza Circuit,HAM,Mercedes,14.0,SOFT,9.0,1,1.0,1.0012
2021,Italian Grand Prix,Monza Circuit,VER,Red Bull Racing,22.0,MEDIUM,17.0,1,1.005,1.0052
2021,Italian Grand Prix,Monza Circuit,OCO,Alpine,11.0,SOFT,5.0,1,1.0122,1.0195
2021,Italian Grand Prix,Monza Circuit,TSU,AlphaTauri,12.0,MEDIUM,19.0,1,1.0261,1.0304
2021,Italian Grand Prix,Monza Circuit,STR,Aston Martin,16.0,SOFT,6.0,1,1.0302,1.0184
2021,Italian Grand Prix,Monza Circuit,LEC,Ferrari,16.0,MEDIUM,9.0,1,1.0183,1.012
2021,Italian Grand Prix,Monza Circuit,ALO,Alpine,11.0,SOFT,6.0,1,1.0155,1.019
2021,Italian Grand Prix,Monza Circuit,PER,Red Bull Racing,18.0,SOFT,9.0,1,1.0081,1.0133
2021,Italian Grand Prix,Monza Circuit,GAS,AlphaTauri,14.0,SOFT,7.0,1,1.0169,1.0089
2021,Italian Grand Prix,Monza Circuit,MAZ,Haas F1 Team,7.0,MEDIUM,7.0,1,1.0298,1.0397
2021,Italian Grand Prix,Monza Circuit,LAT,Williams,19.0,SOFT,8.0,1,1.0187,1.0298
2021,Italian Grand Prix,Monza Circuit,VET,Aston Martin,9.0,HARD,5.0,1,1.0323,1.0171
2021,Italian Grand Prix,Monza Circuit,NOR,McLaren,18.0,MEDIUM,13.0,1,1.017,1.0055
2021,Italian Grand Prix,Monza Circuit,KUB,Alfa Romeo Racing,16.0,SOFT,3.0,1,1.0124,1.0374
2021,Italian Grand Prix,Monza Circuit,GIO,Alfa Romeo Racing,14.0,SOFT,5.0,1,1.0151,1.0158
2021,Russian Grand Prix,Sochi Autodrom,RIC,McLaren,9.0,SOFT,2.0,1,1.0218,1.0212
2021,Russian Grand Prix,Sochi Autodrom,RUS,Williams,7.0,SOFT,2.0,1,1.016,1.0097
2021,Russian Grand Prix,Sochi Autodrom,SAI,Ferrari,10.0,SOFT,2.0,1,1.0116,1.0051
2021,Russian Grand Prix,Sochi Autodrom,MSC,Haas F1 Team,4.0,SOFT,4.0,1,1.0282,1.0768
2021,Russian Grand Prix,Sochi Autodrom,HAM,Mercedes,8.0,SOFT,2.0,1,1.0005,1.0202
2021,Russian Grand Prix,Sochi Autodrom,VER,Red Bull Racing,7.0,SOFT,2.0,1,1.011,
2021,Russian Grand Prix,Sochi Autodrom,OCO,Alpine,12.0,SOFT,2.0,1,1.0086,1.038
2021,Russian Grand Prix,Sochi Autodrom,TSU,AlphaTauri,12.0,SOFT,2.0,1,1.0252,1.0467
2021,Russian Grand Prix,Sochi Autodrom,STR,Aston Martin,7.0,SOFT,2.0,1,1.0186,1.0291
2021,Russian Grand Prix,Sochi Autodrom,LEC,Ferrari,4.0,SOFT,4.0,1,1.0142,1.0635
2021,Russian Grand Prix,Sochi Autodrom,ALO,Alpine,7.0,SOFT,2.0,1,1.0125,1.0217
2021,Russian Grand Prix,Sochi Autodrom,PER,Red Bull Racing,8.0,SOFT,2.0,1,1.0144,1.0328
2021,Russian Grand Prix,Sochi Autodrom,GAS,AlphaTauri,12.0,SOFT,2.0,1,1.0027,1.0456
2021,Russian Grand Prix,Sochi Autodrom,MAZ,Haas F1 Team,7.0,SOFT,2.0,1,1.0268,1.1154
2021,Russian Grand Prix,Sochi Autodrom,RAI,Alfa Romeo Racing,14.0,SOFT,2.0,1,1.0156,1.0744
2021,Russian Grand Prix,Sochi Autodrom,LAT,Williams,7.0,SOFT,2.0,1,1.0194,1.0614
2021,Russian Grand Prix,Sochi Autodrom,VET,Aston Martin,7.0,SOFT,2.0,1,1.0133,1.0449
2021,Russian Grand Prix,Sochi Autodrom,NOR,McLaren,8.0,SOFT,2.0,1,1.006,1.0
2021,Russian Grand Prix,Sochi Autodrom,BOT,Mercedes,7.0,SOFT,2.0,1,1.0,1.0266
2021,Russian Grand Prix,Sochi Autodrom,GIO,Alfa Romeo Racing,9.0,SOFT,2.0,1,1.0169,1.0885
2021,Turkish Grand Prix,Istanbul Park,RIC,McLaren,6.0,HARD,6.0,1,1.015,1.0364
2021,Turkish Grand Prix,Istanbul Park,RUS,Williams,8.0,SOFT,2.0,1,1.0185,1.0258
2021,Turkish Grand Prix,Istanbul Park,SAI,Ferrari,8.0,SOFT,8.0,1,1.0131,1.0279
2021,Turkish Grand Prix,Istanbul Park,MSC,Haas F1 Team,13.0,SOFT,6.0,1,1.02,1.0281
2021,Turkish Grand Prix,Istanbul Park,HAM,Mercedes,12.0,SOFT,4.0,1,1.0,1.0
2021,Turkish Grand Prix,Istanbul Park,VER,Red Bull Racing,12.0,SOFT,5.0,1,1.0076,1.004
2021,Turkish Grand Prix,Istanbul Park,OCO,Alpine,14.0,SOFT,8.0,1,1.0104,1.0238
2021,Turkish Grand Prix,Istanbul Park,TSU,AlphaTauri,13.0,SOFT,4.0,1,1.0129,1.0181
2021,Turkish Grand Prix,Istanbul Park,STR,Aston Martin,8.0,SOFT,2.0,1,1.0145,1.0173
2021,Turkish Grand Prix,Istanbul Park,LEC,Ferrari,15.0,SOFT,7.0,1,1.002,1.0048
2021,Turkish Grand Prix,Istanbul Park,ALO,Alpine,10.0,SOFT,2.0,1,1.0102,1.0073
2021,Turkish Grand Prix,Istanbul Park,PER,Red Bull Racing,10.0,SOFT,2.0,1,1.0068,1.0101
2021,Turkish Grand Prix,Istanbul Park,GAS,AlphaTauri,15.0,SOFT,6.0,1,1.0114,1.0055
2021,Turkish Grand Prix,Istanbul Park,MAZ,Haas F1 Team,11.0,SOFT,4.0,1,1.0226,1.0673
2021,Turkish Grand Prix,Istanbul Park,RAI,Alfa Romeo Racing,10.0,SOFT,4.0,1,1.016,1.0562
2021,Turkish Grand Prix,Istanbul Park,LAT,Williams,9.0,SOFT,5.0,1,1.0179,1.0388
2021,Turkish Grand Prix,Istanbul Park,VET,Aston Martin,7.0,SOFT,2.0,1,1.017,1.0233
2021,Turkish Grand Prix,Istanbul Park,NOR,McLaren,14.0,SOFT,2.0,1,1.0086,1.0131
2021,Turkish Grand Prix,Istanbul Park,BOT,Mercedes,13.0,SOFT,5.0,1,1.0049,1.0016
2021,Turkish Grand Prix,Istanbul Park,GIO,Alfa Romeo Racing,13.0,SOFT,4.0,1,1.0118,1.043
2021,United States Grand Prix,Circuit of the Americas,RIC,McLaren,7.0,SOFT,2.0,1,1.0054,1.0097
2021,United States Grand Prix,Circuit of the Americas,RUS,Williams,2.0,SOFT,2.0,1,1.0268,1.0304
2021,United States Grand Prix,Circuit of the Americas,SAI,Ferrari,10.0,SOFT,2.0,1,1.0102,1.0095
2021,United States Grand Prix,Circuit of the Americas,MSC,Haas F1 Team,10.0,SOFT,2.0,1,1.0221,1.0386
2021,United States Grand Prix,Circuit of the Americas,HAM,Mercedes,10.0,SOFT,5.0,1,1.0038,1.0022
2021,United States Grand Prix,Circuit of the Americas,VER,Red Bull Racing,7.0,MEDIUM,7.0,1,1.0092,1.0
2021,United States Grand Prix,Circuit of the Americas,OCO,Alpine,8.0,SOFT,2.0,1,1.0128,1.0266
2021,United States Grand Prix,Circuit of the Americas,TSU,AlphaTauri,13.0,SOFT,5.0,1,1.0215,1.0216
2021,United States Grand Prix,Circuit of the Americas,STR,Aston Martin,7.0,SOFT,2.0,1,1.0065,1.0331
2021,United States Grand Prix,Circuit of the Americas,LEC,Ferrari,8.0,SOFT,2.0,1,1.0066,1.0075
2021,United States Grand Prix,Circuit of the Americas,ALO,Alpine,7.0,SOFT,2.0,1,1.0151,1.1253
2021,United States Grand Prix,Circuit of the Americas,PER,Red Bull Racing,10.0,SOFT,2.0,1,1.0,1.0024
2021,United States Grand Prix,Circuit of the Americas,GAS,AlphaTauri,13.0,SOFT,2.0,1,1.0136,1.013
2021,United States Grand Prix,Circuit of the Americas,MAZ,Haas F1 Team,12.0,SOFT,5.0,1,1.0324,1.0418
2021,United States Grand Prix,Circuit of the Americas,RAI,Alfa Romeo Racing,10.0,SOFT,2.0,1,1.017,1.0366
2021,United States Grand Prix,Circuit of the Americas,LAT,Williams,7.0,SOFT,2.0,1,1.0243,1.0332
2021,United States Grand Prix,Circuit of the Americas,VET,Aston Martin,4.0,MEDIUM,4.0,1,1.0187,1.0279
2021,United States Grand Prix,Circuit of the Americas,NOR,McLaren,7.0,SOFT,2.0,1,1.0027,1.0105
2021,United States Grand Prix,Circuit of the Americas,BOT,Mercedes,7.0,SOFT,2.0,1,1.0044,1.0061
2021,United States Grand Prix,Circuit of the Americas,GIO,Alfa Romeo Racing,12.0,SOFT,2.0,1,1.0126,1.031
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,RIC,McLaren,6.0,HARD,6.0,1,1.0287,1.0117
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,SAI,Ferrari,16.0,SOFT,5.0,1,1.0132,1.0117
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,MSC,Haas F1 Team,10.0,SOFT,2.0,1,1.03,1.0393
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,HAM,Mercedes,9.0,SOFT,2.0,1,1.0066,1.0019
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,VER,Red Bull Racing,10.0,SOFT,2.0,1,1.0,1.0046
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,OCO,Alpine,9.0,SOFT,4.0,1,1.0276,1.0333
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,TSU,AlphaTauri,8.0,SOFT,2.0,1,1.0174,1.0169
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,STR,Aston Martin,7.0,MEDIUM,7.0,1,1.0314,1.0659
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,LEC,Ferrari,12.0,SOFT,3.0,1,1.0169,1.0127
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,ALO,Alpine,11.0,SOFT,4.0,1,1.0185,1.034
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,PER,Red Bull Racing,13.0,SOFT,5.0,1,1.0074,1.0062
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,GAS,AlphaTauri,9.0,SOFT,2.0,1,1.0146,1.0077
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,MAZ,Haas F1 Team,7.0,MEDIUM,7.0,1,1.0554,1.0452
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,RAI,Alfa Romeo Racing,12.0,SOFT,2.0,1,1.0199,1.0275
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,LAT,Williams,4.0,MEDIUM,4.0,1,1.0455,1.038
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,VET,Aston Martin,7.0,SOFT,2.0,1,1.0179,1.0247
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,NOR,McLaren,7.0,SOFT,7.0,1,1.0217,1.2762
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,BOT,Mercedes,17.0,SOFT,11.0,1,1.0055,1.0
2021,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,GIO,Alfa Romeo Racing,17.0,SOFT,6.0,1,1.0249,1.0318
2021,São Paulo Grand Prix,Interlagos Circuit,RIC,McLaren,15.0,SOFT,8.0,1,1.031,1.0163
2021,São Paulo Grand Prix,Interlagos Circuit,RUS,Williams,11.0,MEDIUM,3.0,1,1.0334,1.0297
2021,São Paulo Grand Prix,Interlagos Circuit,SAI,Ferrari,19.0,SOFT,6.0,1,1.0258,1.0131
2021,São Paulo Grand Prix,Interlagos Circuit,MSC,Haas F1 Team,30.0,SOFT,5.0,1,1.0397,1.0353
2021,São Paulo Grand Prix,Interlagos Circuit,HAM,Mercedes,20.0,SOFT,8.0,1,1.0211,1.0
2021,São Paulo Grand Prix,Interlagos Circuit,VER,Red Bull Racing,3.0,SOFT,6.0,1,1.0121,1.0064
2021,São Paulo Grand Prix,Interlagos Circuit,OCO,Alpine,12.0,SOFT,5.0,1,1.0164,1.0185
2021,São Paulo Grand Prix,Interlagos Circuit,TSU,AlphaTauri,4.0,MEDIUM,13.0,1,1.0349,1.0228
2021,São Paulo Grand Prix,Interlagos Circuit,STR,Aston Martin,30.0,SOFT,5.0,1,1.0307,1.0255
2021,São Paulo Grand Prix,Interlagos Circuit,LEC,Ferrari,21.0,MEDIUM,14.0,1,1.0261,1.0151
2021,São Paulo Grand Prix,Interlagos Circuit,ALO,Alpine,13.0,SOFT,5.0,1,1.0,1.0174
2021,São Paulo Grand Prix,Interlagos Circuit,PER,Red Bull Racing,11.0,MEDIUM,15.0,1,1.0234,1.0081
2021,São Paulo Grand Prix,Interlagos Circuit,GAS,AlphaTauri,13.0,SOFT,16.0,1,1.0333,1.0124
2021,São Paulo Grand Prix,Interlagos Circuit,MAZ,Haas F1 Team,20.0,SOFT,9.0,1,1.0515,1.0391
2021,São Paulo Grand Prix,Interlagos Circuit,RAI,Alfa Romeo Racing,19.0,SOFT,5.0,1,1.0297,1.0231
2021,São Paulo Grand Prix,Interlagos Circuit,LAT,Williams,14.0,MEDIUM,5.0,1,1.0391,1.0289
2021,São Paulo Grand Prix,Interlagos Circuit,VET,Aston Martin,31.0,MEDIUM,10.0,1,1.0352,1.0216
2021,São Paulo Grand Prix,Interlagos Circuit,NOR,McLaren,13.0,MEDIUM,14.0,1,1.0329,1.0154
2021,São Paulo Grand Prix,Interlagos Circuit,BOT,Mercedes,22.0,SOFT,9.0,1,1.0157,1.0079
2021,São Paulo Grand Prix,Interlagos Circuit,GIO,Alfa Romeo Racing,20.0,SOFT,5.0,1,1.0247,1.0338
2021,Qatar Grand Prix,Losail International Circuit,RIC,McLaren,10.0,SOFT,2.0,1,1.0119,1.0219
2021,Qatar Grand Prix,Losail International Circuit,RUS,Williams,11.0,SOFT,4.0,1,1.0217,1.0239
2021,Qatar Grand Prix,Losail International Circuit,SAI,Ferrari,10.0,SOFT,2.0,1,1.0106,1.0125
2021,Qatar Grand Prix,Losail International Circuit,MSC,Haas F1 Team,11.0,SOFT,6.0,1,1.0292,1.0319
2021,Qatar Grand Prix,Losail International Circuit,HAM,Mercedes,9.0,SOFT,2.0,1,1.0051,1.0
2021,Qatar Grand Prix,Losail International Circuit,VER,Red Bull Racing,12.0,SOFT,5.0,2,1.0042,1.0056
2021,Qatar Grand Prix,Losail International Circuit,OCO,Alpine,9.0,SOFT,2.0,1,1.0107,1.0149
2021,Qatar Grand Prix,Losail International Circuit,TSU,AlphaTauri,10.0,SOFT,2.0,1,1.0071,1.013
2021,Qatar Grand Prix,Losail International Circuit,STR,Aston Martin,9.0,SOFT,2.0,1,1.0067,1.0202
2021,Qatar Grand Prix,Losail International Circuit,LEC,Ferrari,10.0,SOFT,2.0,1,1.0114,1.0202
2021,Qatar Grand Prix,Losail International Circuit,ALO,Alpine,7.0,SOFT,2.0,1,1.0109,1.0104
2021,Qatar Grand Prix,Losail International Circuit,PER,Red Bull Racing,11.0,SOFT,3.0,1,1.0077,1.0188
2021,Qatar Grand Prix,Losail International Circuit,GAS,AlphaTauri,12.0,SOFT,5.0,1,1.0025,1.0101
2021,Qatar Grand Prix,Losail International Circuit,RAI,Alfa Romeo Racing,16.0,SOFT,5.0,1,1.0178,1.0288
2021,Qatar Grand Prix,Losail International Circuit,LAT,Williams,8.0,SOFT,2.0,1,1.0248,1.0295
2021,Qatar Grand Prix,Losail International Circuit,VET,Aston Martin,9.0,SOFT,2.0,1,1.0105,1.0242
2021,Qatar Grand Prix,Losail International Circuit,NOR,McLaren,10.0,SOFT,2.0,1,1.0058,1.0112
2021,Qatar Grand Prix,Losail International Circuit,BOT,Mercedes,13.0,SOFT,5.0,1,1.0,1.0081
2021,Qatar Grand Prix,Losail International Circuit,GIO,Alfa Romeo Racing,12.0,SOFT,2.0,1,1.0231,1.0301
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RIC,McLaren,8.0,HARD,8.0,1,1.0107,1.0132
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RUS,Williams,10.0,SOFT,4.0,1,1.0167,1.0176
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,SAI,Ferrari,17.0,SOFT,7.0,1,1.0064,1.2987
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MSC,Haas F1 Team,7.0,SOFT,2.0,1,1.0184,1.0223
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HAM,Mercedes,8.0,MEDIUM,8.0,1,1.0,1.0
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,VER,Red Bull Racing,14.0,SOFT,6.0,1,1.0022,1.0016
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,OCO,Alpine,14.0,SOFT,6.0,1,1.006,1.013
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,TSU,AlphaTauri,7.0,HARD,7.0,1,1.0065,1.0106
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,STR,Aston Martin,6.0,MEDIUM,6.0,1,1.016,1.0212
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LEC,Ferrari,13.0,SOFT,3.0,1,1.0085,1.0062
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALO,Alpine,11.0,SOFT,4.0,1,1.0048,1.0161
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,PER,Red Bull Racing,15.0,SOFT,6.0,1,1.0084,1.007
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,GAS,AlphaTauri,15.0,SOFT,7.0,1,1.0009,1.007
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MAZ,Haas F1 Team,11.0,SOFT,6.0,1,1.0293,1.0338
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RAI,Alfa Romeo Racing,17.0,SOFT,8.0,1,1.0141,1.0157
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LAT,Williams,4.0,MEDIUM,4.0,1,1.0227,1.019
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,VET,Aston Martin,11.0,SOFT,4.0,1,1.0167,1.0193
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,NOR,McLaren,9.0,SOFT,9.0,2,1.0111,1.0076
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,BOT,Mercedes,8.0,MEDIUM,8.0,1,1.0007,1.0013
2021,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,GIO,Alfa Romeo Racing,15.0,SOFT,6.0,1,1.0123,1.0142
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,RIC,McLaren,8.0,SOFT,8.0,1,1.0152,1.0158
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,RUS,Williams,11.0,SOFT,4.0,1,1.0222,1.0282
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,SAI,Ferrari,12.0,SOFT,4.0,1,1.0138,1.0108
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,MSC,Haas F1 Team,10.0,SOFT,3.0,1,1.025,1.0341
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,HAM,Mercedes,13.0,SOFT,6.0,1,1.0,1.0045
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,VER,Red Bull Racing,9.0,SOFT,2.0,1,1.0077,1.0
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,OCO,Alpine,12.0,SOFT,5.0,1,1.0041,1.0156
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,TSU,AlphaTauri,11.0,SOFT,5.0,1,1.01,1.0135
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,STR,Aston Martin,7.0,SOFT,2.0,1,1.0202,1.0238
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,LEC,Ferrari,10.0,SOFT,3.0,1,1.0103,1.0123
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,ALO,Alpine,9.0,SOFT,4.0,1,1.0096,1.0165
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,PER,Red Bull Racing,13.0,SOFT,5.0,1,1.0085,1.0102
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,GAS,AlphaTauri,13.0,SOFT,5.0,1,1.0149,1.0236
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,MAZ,Haas F1 Team,10.0,SOFT,4.0,1,1.0316,1.0436
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,RAI,Alfa Romeo Racing,11.0,SOFT,2.0,1,1.0209,1.0325
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,LAT,Williams,10.0,SOFT,4.0,1,1.0238,1.0271
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,VET,Aston Martin,10.0,SOFT,3.0,1,1.018,1.0267
