Year,Race,Track,Driver,Team,LapNumber,Compound,TyreLife,TrackStatus,PracticeLapTimeDelta,QualifyingLapTimeDelta
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,NOR,McLaren,2.0,SOFT,2.0,1,1.0175,1.01
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,BOT,Mercedes,10.0,SOFT,2.0,1,1.0047,1.0113
2021,Abu Dhabi Grand Prix,Yas Marina Circuit,GIO,Alfa Romeo Racing,16.0,SOFT,6.0,1,1.0169,1.0261
2022,Bahrain Grand Prix,Bahrain International Circuit,VER,Red Bull Racing,7.0,SOFT,2.0,1,1.0,1.0014
2022,Bahrain Grand Prix,Bahrain International Circuit,SAI,Ferrari,13.0,SOFT,2.0,1,1.0064,1.0014
2022,Bahrain Grand Prix,Bahrain International Circuit,MSC,Haas F1 Team,12.0,SOFT,4.0,1,1.0125,1.0159
2022,Bahrain Grand Prix,Bahrain International Circuit,HAM,Mercedes,9.0,SOFT,4.0,1,1.0131,1.0075
2022,Bahrain Grand Prix,Bahrain International Circuit,OCO,Alpine,7.0,SOFT,2.0,1,1.0155,1.0135
2022,Bahrain Grand Prix,Bahrain International Circuit,HUL,Aston Martin,7.0,SOFT,2.0,1,1.0231,1.0245
2022,Bahrain Grand Prix,Bahrain International Circuit,ZHO,Alfa Romeo,11.0,SOFT,2.0,1,1.0219,1.033
2022,Bahrain Grand Prix,Bahrain International Circuit,ALB,Williams,10.0,SOFT,2.0,1,1.0304,1.0233
2022,Bahrain Grand Prix,Bahrain International Circuit,TSU,AlphaTauri,13.0,SOFT,5.0,1,1.0202,1.0242
2022,Bahrain Grand Prix,Bahrain International Circuit,MAG,Haas F1 Team,8.0,SOFT,2.0,1,1.0136,1.0138
2022,Bahrain Grand Prix,Bahrain International Circuit,STR,Aston Martin,8.0,SOFT,2.0,1,1.022,1.0273
2022,Bahrain Grand Prix,Bahrain International Circuit,LEC,Ferrari,11.0,SOFT,5.0,1,1.0009,1.0
2022,Bahrain Grand Prix,Bahrain International Circuit,ALO,Alpine,7.0,SOFT,2.0,1,1.0102,1.0181
2022,Bahrain Grand Prix,Bahrain International Circuit,PER,Red Bull Racing,6.0,SOFT,2.0,1,1.0111,1.004
2022,Bahrain Grand Prix,Bahrain International Circuit,GAS,AlphaTauri,9.0,SOFT,2.0,1,1.0183,1.0197
2022,Bahrain Grand Prix,Bahrain International Circuit,LAT,Williams,8.0,SOFT,2.0,1,1.0277,1.034
2022,Bahrain Grand Prix,Bahrain International Circuit,NOR,McLaren,9.0,SOFT,3.0,1,1.0146,1.016
2022,Bahrain Grand Prix,Bahrain International Circuit,RIC,McLaren,10.0,SOFT,2.0,1,1.0243,1.0264
2022,Bahrain Grand Prix,Bahrain International Circuit,RUS,Mercedes,10.0,SOFT,2.0,1,1.0065,1.0183
2022,Bahrain Grand Prix,Bahrain International Circuit,BOT,Alfa Romeo,13.0,SOFT,2.0,1,1.011,1.0111
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,VER,Red Bull Racing,6.0,MEDIUM,6.0,1,1.0016,1.003
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,SAI,Ferrari,6.0,MEDIUM,6.0,1,1.0027,1.0023
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MSC,Haas F1 Team,13.0,SOFT,6.0,2,1.0122,1.0195
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HAM,Mercedes,10.0,SOFT,5.0,1,1.0049,1.0243
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,OCO,Alpine,11.0,SOFT,6.0,2,1.0076,1.0098
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HUL,Aston Martin,8.0,SOFT,2.0,1,1.0171,1.0266
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ZHO,Alfa Romeo,13.0,SOFT,4.0,1,1.0171,1.0184
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALB,Williams,9.0,SOFT,2.0,1,1.0199,1.026
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,TSU,AlphaTauri,12.0,SOFT,3.0,1,1.009,
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MAG,Haas F1 Team,8.0,MEDIUM,8.0,1,1.0252,1.0157
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,STR,Aston Martin,7.0,SOFT,2.0,1,1.0144,1.0318
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LEC,Ferrari,10.0,SOFT,3.0,1,1.0,1.0003
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALO,Alpine,9.0,SOFT,2.0,1,1.0097,1.0107
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,PER,Red Bull Racing,6.0,MEDIUM,6.0,1,1.0032,1.0
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,GAS,AlphaTauri,14.0,SOFT,5.0,2,1.0099,1.012
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LAT,Williams,9.0,SOFT,2.0,1,1.0193,1.041
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,NOR,McLaren,8.0,SOFT,3.0,1,1.0073,1.0165
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RIC,McLaren,6.0,MEDIUM,6.0,1,1.0161,1.0178
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RUS,Mercedes,10.0,SOFT,4.0,1,1.0066,1.0102
2022,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,BOT,Alfa Romeo,10.0,SOFT,2.0,1,1.0084,1.0111
2022,Australian Grand Prix,Albert Park Circuit,VER,Red Bull Racing,13.0,SOFT,8.0,1,1.0031,1.0037
2022,Australian Grand Prix,Albert Park Circuit,SAI,Ferrari,13.0,SOFT,6.0,1,1.005,1.0198
2022,Australian Grand Prix,Albert Park Circuit,MSC,Haas F1 Team,12.0,SOFT,6.0,1,1.0379,1.0334
2022,Australian Grand Prix,Albert Park Circuit,HAM,Mercedes,10.0,SOFT,3.0,2,1.0195,1.0123
2022,Australian Grand Prix,Albert Park Circuit,OCO,Alpine,13.0,SOFT,6.0,1,1.0109,1.0153
2022,Australian Grand Prix,Albert Park Circuit,ZHO,Alfa Romeo,15.0,SOFT,7.0,1,1.0264,1.0294
2022,Australian Grand Prix,Albert Park Circuit,ALB,Williams,9.0,SOFT,2.0,1,1.0371,1.0291
2022,Australian Grand Prix,Albert Park Circuit,TSU,AlphaTauri,15.0,SOFT,7.0,1,1.0183,1.02
2022,Australian Grand Prix,Albert Park Circuit,MAG,Haas F1 Team,12.0,SOFT,4.0,1,1.028,1.0306
2022,Australian Grand Prix,Albert Park Circuit,STR,Aston Martin,9.0,SOFT,2.0,1,1.0207,
2022,Australian Grand Prix,Albert Park Circuit,LEC,Ferrari,16.0,SOFT,9.0,1,1.0,1.0
2022,Australian Grand Prix,Albert Park Circuit,ALO,Alpine,8.0,SOFT,2.0,1,1.0071,1.0122
2022,Australian Grand Prix,Albert Park Circuit,PER,Red Bull Racing,10.0,SOFT,5.0,1,1.0086,1.0048
2022,Australian Grand Prix,Albert Park Circuit,GAS,AlphaTauri,14.0,SOFT,6.0,1,1.0147,1.0174
2022,Australian Grand Prix,Albert Park Circuit,LAT,Williams,9.0,SOFT,2.0,1,1.0422,1.045
2022,Australian Grand Prix,Albert Park Circuit,NOR,McLaren,9.0,SOFT,3.0,1,1.0142,1.0107
2022,Australian Grand Prix,Albert Park Circuit,RIC,McLaren,11.0,SOFT,2.0,1,1.0155,1.0149
2022,Australian Grand Prix,Albert Park Circuit,RUS,Mercedes,13.0,SOFT,7.0,1,1.0156,1.0137
2022,Australian Grand Prix,Albert Park Circuit,BOT,Alfa Romeo,15.0,SOFT,7.0,1,1.0136,1.0198
2022,Emilia Romagna Grand Prix,Imola Circuit,VER,Red Bull Racing,17.0,MEDIUM,4.0,1,1.0115,1.1141
2022,Emilia Romagna Grand Prix,Imola Circuit,SAI,Ferrari,25.0,MEDIUM,11.0,1,1.0101,1.0
2022,Emilia Romagna Grand Prix,Imola Circuit,MSC,Haas F1 Team,26.0,MEDIUM,12.0,1,1.0191,1.0244
2022,Emilia Romagna Grand Prix,Imola Circuit,HAM,Mercedes,14.0,SOFT,2.0,1,1.0067,1.0272
2022,Emilia Romagna Grand Prix,Imola Circuit,OCO,Alpine,18.0,SOFT,5.0,1,1.0217,1.0424
2022,Emilia Romagna Grand Prix,Imola Circuit,ZHO,Alfa Romeo,23.0,SOFT,15.0,1,1.0131,1.0309
2022,Emilia Romagna Grand Prix,Imola Circuit,ALB,Williams,4.0,SOFT,4.0,1,1.0143,
2022,Emilia Romagna Grand Prix,Imola Circuit,TSU,AlphaTauri,20.0,SOFT,4.0,1,1.0116,1.0188
2022,Emilia Romagna Grand Prix,Imola Circuit,MAG,Haas F1 Team,17.0,SOFT,6.0,1,1.0161,1.1288
2022,Emilia Romagna Grand Prix,Imola Circuit,STR,Aston Martin,31.0,MEDIUM,2.0,1,1.0213,1.1156
2022,Emilia Romagna Grand Prix,Imola Circuit,LEC,Ferrari,21.0,SOFT,3.0,1,1.0036,1.1239
2022,Emilia Romagna Grand Prix,Imola Circuit,ALO,Alpine,15.0,SOFT,5.0,1,1.009,1.1293
2022,Emilia Romagna Grand Prix,Imola Circuit,PER,Red Bull Racing,23.0,MEDIUM,4.0,1,1.001,1.137
2022,Emilia Romagna Grand Prix,Imola Circuit,GAS,AlphaTauri,31.0,MEDIUM,13.0,1,1.0124,1.0221
2022,Emilia Romagna Grand Prix,Imola Circuit,LAT,Williams,20.0,MEDIUM,11.0,1,1.0227,1.0377
2022,Emilia Romagna Grand Prix,Imola Circuit,VET,Aston Martin,24.0,SOFT,10.0,1,1.0214,1.1528
2022,Emilia Romagna Grand Prix,Imola Circuit,NOR,McLaren,2.0,SOFT,4.0,1,1.0549,1.1284
2022,Emilia Romagna Grand Prix,Imola Circuit,RUS,Mercedes,13.0,SOFT,5.0,1,1.0,1.0224
2022,Miami Grand Prix,Miami International Autodrome,SAI,Ferrari,6.0,MEDIUM,6.0,2,1.0114,1.0021
2022,Miami Grand Prix,Miami International Autodrome,MSC,Haas F1 Team,12.0,SOFT,8.0,1,1.0183,1.0183
2022,Miami Grand Prix,Miami International Autodrome,HAM,Mercedes,6.0,SOFT,2.0,2,1.0027,1.0093
2022,Miami Grand Prix,Miami International Autodrome,OCO,Alpine,11.0,SOFT,6.0,1,1.0103,
2022,Miami Grand Prix,Miami International Autodrome,ZHO,Alfa Romeo,14.0,SOFT,5.0,1,1.0103,1.025
2022,Miami Grand Prix,Miami International Autodrome,ALB,Williams,12.0,SOFT,5.0,1,1.0197,1.0278
2022,Miami Grand Prix,Miami International Autodrome,TSU,AlphaTauri,15.0,SOFT,9.0,1,1.0147,1.0128
2022,Miami Grand Prix,Miami International Autodrome,MAG,Haas F1 Team,7.0,SOFT,4.0,1,1.0109,1.0245
2022,Miami Grand Prix,Miami International Autodrome,STR,Aston Martin,12.0,SOFT,4.0,1,1.0188,1.0212
2022,Miami Grand Prix,Miami International Autodrome,LEC,Ferrari,8.0,SOFT,2.0,2,1.0012,1.0
2022,Miami Grand Prix,Miami International Autodrome,ALO,Alpine,9.0,SOFT,4.0,1,1.0048,1.0154
2022,Miami Grand Prix,Miami International Autodrome,PER,Red Bull Racing,9.0,SOFT,4.0,1,1.0024,1.0027
2022,Miami Grand Prix,Miami International Autodrome,GAS,AlphaTauri,8.0,SOFT,2.0,2,1.0068,1.0101
2022,Miami Grand Prix,Miami International Autodrome,LAT,Williams,11.0,SOFT,4.0,1,1.0331,1.0285
2022,Miami Grand Prix,Miami International Autodrome,VET,Aston Martin,10.0,SOFT,2.0,2,1.0162,1.016
2022,Miami Grand Prix,Miami International Autodrome,NOR,McLaren,11.0,SOFT,4.0,1,1.0066,1.0107
2022,Miami Grand Prix,Miami International Autodrome,RIC,McLaren,11.0,SOFT,2.0,2,1.0141,1.0171
2022,Miami Grand Prix,Miami International Autodrome,RUS,Mercedes,7.0,SOFT,3.0,1,1.0,1.0155
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VER,Red Bull Racing,7.0,SOFT,2.0,1,1.0042,1.0041
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,SAI,Ferrari,11.0,SOFT,2.0,1,1.004,1.0053
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MSC,Haas F1 Team,9.0,SOFT,2.0,1,1.0136,1.0205
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,HAM,Mercedes,10.0,SOFT,2.0,1,1.0026,1.0097
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,OCO,Alpine,8.0,SOFT,2.0,1,1.0135,1.024
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ZHO,Alfa Romeo,13.0,SOFT,2.0,1,1.0276,1.0298
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALB,Williams,12.0,SOFT,2.0,1,1.0332,1.0368
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,TSU,AlphaTauri,9.0,SOFT,3.0,1,1.0203,1.024
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MAG,Haas F1 Team,8.0,SOFT,2.0,1,1.0169,1.0118
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,STR,Aston Martin,9.0,SOFT,2.0,1,1.0198,1.0339
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LEC,Ferrari,10.0,SOFT,2.0,1,1.0,1.0
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALO,Alpine,9.0,SOFT,2.0,1,1.0067,1.0291
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,PER,Red Bull Racing,12.0,SOFT,5.0,1,1.0121,1.0085
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,GAS,AlphaTauri,10.0,SOFT,2.0,1,1.0157,1.0268
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LAT,Williams,10.0,SOFT,4.0,1,1.0443,1.0402
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VET,Aston Martin,9.0,SOFT,2.0,1,1.013,1.028
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,NOR,McLaren,5.0,MEDIUM,5.0,1,1.0467,1.0219
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RIC,McLaren,11.0,SOFT,2.0,1,1.0215,1.0196
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RUS,Mercedes,11.0,SOFT,2.0,1,1.0015,1.0082
2022,Spanish Grand Prix,Circuit de Barcelona-Catalunya,BOT,Alfa Romeo,2.0,MEDIUM,2.0,1,1.0271,1.0109
2022,Monaco Grand Prix,Circuit de Monaco,VER,Red Bull Racing,15.0,SOFT,5.0,1,1.0062,1.0041
2022,Monaco Grand Prix,Circuit de Monaco,SAI,Ferrari,21.0,SOFT,11.0,1,1.0006,1.0032
2022,Monaco Grand Prix,Circuit de Monaco,MSC,Haas F1 Team,14.0,SOFT,4.0,1,1.0308,1.0239
2022,Monaco Grand Prix,Circuit de Monaco,HAM,Mercedes,11.0,SOFT,2.0,1,1.0222,1.0166
2022,Monaco Grand Prix,Circuit de Monaco,OCO,Alpine,16.0,SOFT,7.0,1,1.0352,1.0234
2022,Monaco Grand Prix,Circuit de Monaco,ZHO,Alfa Romeo,14.0,SOFT,5.0,1,1.0257,1.0593
2022,Monaco Grand Prix,Circuit de Monaco,ALB,Williams,17.0,SOFT,7.0,1,1.0252,1.0313
2022,Monaco Grand Prix,Circuit de Monaco,TSU,AlphaTauri,17.0,SOFT,12.0,1,1.0203,1.0199
2022,Monaco Grand Prix,Circuit de Monaco,MAG,Haas F1 Team,11.0,SOFT,2.0,1,1.0218,1.0216
2022,Monaco Grand Prix,Circuit de Monaco,STR,Aston Martin,11.0,SOFT,5.0,1,1.0271,1.0323
2022,Monaco Grand Prix,Circuit de Monaco,LEC,Ferrari,15.0,SOFT,6.0,1,1.0,1.0
2022,Monaco Grand Prix,Circuit de Monaco,ALO,Alpine,10.0,SOFT,2.0,1,1.0173,1.0122
2022,Monaco Grand Prix,Circuit de Monaco,PER,Red Bull Racing,17.0,SOFT,8.0,2,1.0052,1.0035
2022,Monaco Grand Prix,Circuit de Monaco,GAS,AlphaTauri,16.0,SOFT,2.0,2,1.0135,1.032
2022,Monaco Grand Prix,Circuit de Monaco,LAT,Williams,12.0,SOFT,2.0,1,1.0498,1.0424
2022,Monaco Grand Prix,Circuit de Monaco,VET,Aston Martin,13.0,SOFT,5.0,1,1.0193,1.019
2022,Monaco Grand Prix,Circuit de Monaco,NOR,McLaren,13.0,SOFT,4.0,1,1.0088,1.0066
2022,Monaco Grand Prix,Circuit de Monaco,RUS,Mercedes,16.0,SOFT,7.0,1,1.0103,1.0103
2022,Monaco Grand Prix,Circuit de Monaco,BOT,Alfa Romeo,17.0,SOFT,3.0,1,1.0249,1.0215
2022,Azerbaijan Grand Prix,Baku City Circuit,VER,Red Bull Racing,11.0,SOFT,4.0,1,1.0034,1.0034
2022,Azerbaijan Grand Prix,Baku City Circuit,SAI,Ferrari,7.0,MEDIUM,7.0,1,1.0102,1.0045
2022,Azerbaijan Grand Prix,Baku City Circuit,MSC,Haas F1 Team,16.0,SOFT,6.0,1,1.031,1.0436
2022,Azerbaijan Grand Prix,Baku City Circuit,HAM,Mercedes,9.0,SOFT,2.0,1,1.016,1.0154
2022,Azerbaijan Grand Prix,Baku City Circuit,OCO,Alpine,11.0,SOFT,4.0,1,1.0134,1.022
2022,Azerbaijan Grand Prix,Baku City Circuit,ZHO,Alfa Romeo,13.0,SOFT,5.0,2,1.0198,1.024
2022,Azerbaijan Grand Prix,Baku City Circuit,ALB,Williams,11.0,SOFT,4.0,1,1.0307,1.0331
2022,Azerbaijan Grand Prix,Baku City Circuit,TSU,AlphaTauri,9.0,SOFT,2.0,1,1.013,1.0167
2022,Azerbaijan Grand Prix,Baku City Circuit,MAG,Haas F1 Team,10.0,SOFT,2.0,1,1.0229,1.0324
2022,Azerbaijan Grand Prix,Baku City Circuit,STR,Aston Martin,11.0,SOFT,3.0,2,1.016,1.0396
2022,Azerbaijan Grand Prix,Baku City Circuit,LEC,Ferrari,11.0,SOFT,3.0,1,1.0,1.0
2022,Azerbaijan Grand Prix,Baku City Circuit,ALO,Alpine,9.0,SOFT,4.0,1,1.0089,1.0179
2022,Azerbaijan Grand Prix,Baku City Circuit,PER,Red Bull Racing,10.0,SOFT,2.0,1,1.0024,1.0028
2022,Azerbaijan Grand Prix,Baku City Circuit,GAS,AlphaTauri,13.0,SOFT,4.0,2,1.0106,1.0147
2022,Azerbaijan Grand Prix,Baku City Circuit,LAT,Williams,12.0,SOFT,4.0,1,1.0387,1.0395
2022,Azerbaijan Grand Prix,Baku City Circuit,VET,Aston Martin,12.0,SOFT,4.0,2,1.0151,1.0171
2022,Azerbaijan Grand Prix,Baku City Circuit,NOR,McLaren,9.0,SOFT,2.0,1,1.015,1.0201
2022,Azerbaijan Grand Prix,Baku City Circuit,RIC,McLaren,11.0,SOFT,2.0,1,1.0178,1.0219
2022,Azerbaijan Grand Prix,Baku City Circuit,RUS,Mercedes,10.0,SOFT,2.0,1,1.0128,1.0133
2022,Azerbaijan Grand Prix,Baku City Circuit,BOT,Alfa Romeo,14.0,SOFT,5.0,2,1.0183,1.0304
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,VER,Red Bull Racing,11.0,SOFT,2.0,1,1.0,1.0
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,SAI,Ferrari,12.0,SOFT,2.0,1,1.003,1.0098
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,MSC,Haas F1 Team,15.0,SOFT,2.0,1,1.0187,1.0253
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,HAM,Mercedes,10.0,SOFT,4.0,1,1.0175,1.0196
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,OCO,Alpine,13.0,SOFT,4.0,1,1.0134,1.0274
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,ZHO,Alfa Romeo,16.0,SOFT,5.0,1,1.0189,1.0336
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,ALB,Williams,14.0,SOFT,7.0,1,1.0276,1.0684
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,TSU,AlphaTauri,14.0,SOFT,6.0,1,1.0194,1.1879
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,MAG,Haas F1 Team,15.0,SOFT,2.0,1,1.0185,1.0204
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,STR,Aston Martin,15.0,SOFT,2.0,1,1.0171,1.1751
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,LEC,Ferrari,12.0,SOFT,2.0,1,1.0011,1.144
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,ALO,Alpine,11.0,SOFT,4.0,1,1.0056,1.0079
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,PER,Red Bull Racing,11.0,SOFT,2.0,1,1.014,1.1455
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,GAS,AlphaTauri,16.0,SOFT,5.0,1,1.0101,1.1623
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,LAT,Williams,9.0,SOFT,2.0,1,1.0321,1.1766
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,VET,Aston Martin,18.0,SOFT,3.0,1,1.0042,1.1625
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,NOR,McLaren,12.0,SOFT,3.0,1,1.0116,1.157
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,RIC,McLaren,13.0,SOFT,2.0,1,1.0122,1.0301
2022,Canadian Grand Prix,Circuit Gilles Villeneuve,RUS,Mercedes,11.0,SOFT,4.0,1,1.0114,1.0278
2022,British Grand Prix,Silverstone Circuit,VER,Red Bull Racing,10.0,SOFT,2.0,1,1.0023,1.0007
2022,British Grand Prix,Silverstone Circuit,SAI,Ferrari,16.0,SOFT,5.0,1,1.0,1.0
2022,British Grand Prix,Silverstone Circuit,MSC,Haas F1 Team,15.0,SOFT,6.0,1,1.0187,1.0171
2022,British Grand Prix,Silverstone Circuit,HAM,Mercedes,12.0,SOFT,3.0,1,1.0018,1.01
2022,British Grand Prix,Silverstone Circuit,OCO,Alpine,9.0,SOFT,2.0,1,1.0146,1.0417
2022,British Grand Prix,Silverstone Circuit,ZHO,Alfa Romeo,15.0,SOFT,8.0,1,1.0149,1.0172
2022,British Grand Prix,Silverstone Circuit,ALB,Williams,13.0,SOFT,4.0,1,1.0149,1.0108
2022,British Grand Prix,Silverstone Circuit,TSU,AlphaTauri,13.0,SOFT,2.0,1,1.0157,1.033
2022,British Grand Prix,Silverstone Circuit,MAG,Haas F1 Team,14.0,SOFT,5.0,1,1.0173,1.0116
2022,British Grand Prix,Silverstone Circuit,STR,Aston Martin,16.0,SOFT,6.0,1,1.0112,1.0242
2022,British Grand Prix,Silverstone Circuit,LEC,Ferrari,14.0,SOFT,5.0,1,1.0052,1.0031
2022,British Grand Prix,Silverstone Circuit,ALO,Alpine,11.0,SOFT,2.0,1,1.0085,1.0112
2022,British Grand Prix,Silverstone Circuit,PER,Red Bull Racing,12.0,SOFT,2.0,1,1.0091,1.0063
2022,British Grand Prix,Silverstone Circuit,GAS,AlphaTauri,18.0,SOFT,6.0,1,1.0176,1.0269
2022,British Grand Prix,Silverstone Circuit,LAT,Williams,12.0,SOFT,4.0,1,1.0268,1.219
2022,British Grand Prix,Silverstone Circuit,VET,Aston Martin,17.0,SOFT,7.0,1,1.0125,1.0167
2022,British Grand Prix,Silverstone Circuit,NOR,McLaren,12.0,SOFT,2.0,1,1.002,1.0109
2022,British Grand Prix,Silverstone Circuit,RIC,McLaren,13.0,SOFT,3.0,1,1.0108,1.0334
2022,British Grand Prix,Silverstone Circuit,RUS,Mercedes,12.0,SOFT,4.0,1,1.0096,1.0117
2022,British Grand Prix,Silverstone Circuit,BOT,Alfa Romeo,16.0,SOFT,9.0,1,1.0119,1.0322
2022,Austrian Grand Prix,Red Bull Ring,VER,Red Bull Racing,20.0,MEDIUM,25.0,1,1.0024,1.0
2022,Austrian Grand Prix,Red Bull Ring,SAI,Ferrari,28.0,SOFT,12.0,1,1.0,1.0013
2022,Austrian Grand Prix,Red Bull Ring,MSC,Haas F1 Team,30.0,SOFT,23.0,1,1.0159,1.0158
2022,Austrian Grand Prix,Red Bull Ring,HAM,Mercedes,2.0,SOFT,5.0,1,1.0108,1.1257
2022,Austrian Grand Prix,Red Bull Ring,OCO,Alpine,8.0,MEDIUM,7.0,1,1.0035,1.0114
2022,Austrian Grand Prix,Red Bull Ring,ZHO,Alfa Romeo,15.0,SOFT,5.0,1,1.0154,1.0295
2022,Austrian Grand Prix,Red Bull Ring,ALB,Williams,19.0,MEDIUM,7.0,1,1.0165,1.0192
2022,Austrian Grand Prix,Red Bull Ring,TSU,AlphaTauri,21.0,MEDIUM,10.0,1,1.0203,1.0287
2022,Austrian Grand Prix,Red Bull Ring,MAG,Haas F1 Team,22.0,SOFT,14.0,1,1.0197,1.0138
2022,Austrian Grand Prix,Red Bull Ring,STR,Aston Martin,26.0,SOFT,2.0,1,1.0133,1.0287
2022,Austrian Grand Prix,Red Bull Ring,LEC,Ferrari,25.0,SOFT,9.0,1,1.0007,1.0004
2022,Austrian Grand Prix,Red Bull Ring,ALO,Alpine,11.0,MEDIUM,10.0,1,1.0032,1.0172
2022,Austrian Grand Prix,Red Bull Ring,PER,Red Bull Racing,13.0,MEDIUM,16.0,1,1.0083,1.0065
2022,Austrian Grand Prix,Red Bull Ring,GAS,AlphaTauri,21.0,SOFT,9.0,1,1.0141,1.0181
2022,Austrian Grand Prix,Red Bull Ring,LAT,Williams,21.0,MEDIUM,5.0,1,1.0241,1.0311
2022,Austrian Grand Prix,Red Bull Ring,VET,Aston Martin,26.0,SOFT,2.0,1,1.0145,1.0323
2022,Austrian Grand Prix,Red Bull Ring,NOR,McLaren,21.0,MEDIUM,4.0,1,1.0132,1.321
2022,Austrian Grand Prix,Red Bull Ring,RIC,McLaren,21.0,MEDIUM,12.0,1,1.0181,1.0251
2022,Austrian Grand Prix,Red Bull Ring,RUS,Mercedes,6.0,SOFT,11.0,1,1.0092,1.0069
2022,Austrian Grand Prix,Red Bull Ring,BOT,Alfa Romeo,16.0,SOFT,5.0,1,1.0093,1.0205
